date_id,city,country,continent,climate_zone,year,month,season,avg_temp,max_temp,min_temp,avg_humidity,total_precip,total_rain,total_snow,avg_wind,max_wind,avg_pressure,avg_cloud,avg_comfort,avg_radiation,extreme_events,rainy_hours
20150102,Beijing,China,Asia,Humid Continental,2015,1,Winter,-1.1,-1.1,-1.1,53.0,0.0,0.0,0.0,17.2,30.0,998.5,64.0,23.6,86.1,0,0
20150102,Berlin,Germany,Europe,Oceanic,2015,1,Winter,4.67,7.5,1.7,80.0,2.4,2.4,0.0,16.36,41.8,1018.94,79.71,27.82,6.92,0,0
20150102,Bogota,Colombia,South America,Subtropical Highland,2015,1,Winter,3.1,3.1,3.1,59.0,0.0,0.0,0.0,0.9,1.3,1008.9,48.0,41.4,518.5,0,0
20150102,Buenos Aires,Argentina,South America,Humid Subtropical,2015,1,Summer,5.5,5.5,5.5,71.0,0.0,0.0,0.0,13.5,25.2,1031.4,75.0,36.2,650.7,0,0
20150102,Cairo,Egypt,Africa,Desert,2015,1,Winter,-1.5,-1.5,-1.5,44.0,0.0,0.0,0.0,6.6,13.1,1020.8,95.0,29.2,821.2,0,0
20150102,Casablanca,Morocco,Africa,Mediterranean,2015,1,Winter,5.6,5.6,5.6,52.0,0.0,0.0,0.0,8.1,10.3,1000.7,46.0,48.8,805.3,0,0
20150102,Chicago,USA,North America,Humid Continental,2015,1,Winter,-2.27,-0.3,-4.8,70.17,0.0,0.0,0.0,5.15,18.1,1025.03,54.04,17.53,88.04,0,0
20150102,Hong Kong,China,Asia,Humid Subtropical,2015,1,Winter,13.9,13.9,13.9,70.0,0.0,0.0,0.0,18.6,29.5,1006.7,40.0,59.4,625.0,0,0
20150102,Houston,USA,North America,Humid Subtropical,2015,1,Winter,10.12,14.4,7.0,97.67,12.9,12.9,0.0,5.32,19.0,1017.58,100.0,40.87,36.62,0,0
20150102,Jakarta,Indonesia,Asia,Tropical Rainforest,2015,1,Summer,-0.7,-0.7,-0.7,37.0,0.04,0.04,0.0,6.0,9.3,996.0,10.0,31.9,774.0,0,0
20150102,Johannesburg,South Africa,Africa,Semi-Arid,2015,1,Summer,-2.0,-2.0,-2.0,42.0,0.0,0.0,0.0,10.4,17.6,1017.1,33.0,25.8,848.5,0,0
20150102,Kuala Lumpur,Malaysia,Asia,Tropical Rainforest,2015,1,Winter,4.5,4.5,4.5,25.0,0.0,0.0,0.0,5.5,8.5,1016.2,51.0,47.8,641.4,0,0
20150102,Lagos,Nigeria,Africa,Tropical Savanna,2015,1,Winter,5.7,5.7,5.7,30.0,0.0,0.0,0.0,6.8,10.0,1007.2,59.0,50.7,815.8,0,0
20150102,Lima,Peru,South America,Desert,2015,1,Summer,4.0,4.0,4.0,43.0,0.0,0.0,0.0,19.8,35.6,1017.4,100.0,39.1,513.3,0,0
20150102,London,UK,Europe,Oceanic,2015,1,Winter,7.84,12.4,3.0,78.08,0.6,0.6,0.0,12.87,41.6,1028.11,64.29,40.03,44.92,0,0
20150102,Madrid,Spain,Europe,Mediterranean,2015,1,Winter,2.24,9.6,-3.5,69.21,0.0,0.0,0.0,1.82,6.7,1038.11,44.88,32.94,105.67,0,0
20150102,Melbourne,Australia,Oceania,Oceanic,2015,1,Summer,2.3,2.3,2.3,80.0,0.0,0.0,0.0,5.9,7.6,996.5,49.0,26.0,178.3,0,0
20150102,Mexico City,Mexico,North America,Subtropical Highland,2015,1,Winter,12.4,19.9,5.7,60.33,0.0,0.0,0.0,5.21,23.9,1016.68,12.0,64.31,223.62,0,0
20150102,Nairobi,Kenya,Africa,Tropical Savanna,2015,1,Summer,-5.2,-5.2,-5.2,22.0,0.0,0.0,0.0,6.0,11.9,1004.6,99.0,18.4,879.9,0,0
20150102,New York,USA,North America,Humid Continental,2015,1,Winter,0.9,5.3,-2.4,58.17,0.0,0.0,0.0,8.6,23.0,1022.58,65.12,30.64,98.46,0,0
20150102,Paris,France,Europe,Oceanic,2015,1,Winter,4.97,10.0,0.1,87.67,1.1,1.1,0.0,10.22,27.5,1033.61,87.08,27.96,13.46,0,0
20150102,Phoenix,USA,North America,Desert,2015,1,Winter,3.55,10.1,-2.3,58.21,0.0,0.0,0.0,3.91,12.8,1018.81,0.0,39.93,150.08,1,0
20150102,Riyadh,Saudi Arabia,Asia,Desert,2015,1,Winter,8.7,8.7,8.7,66.0,0.0,0.0,0.0,11.1,21.6,1027.4,42.0,49.6,922.4,0,0
20150102,Santiago,Chile,South America,Mediterranean,2015,1,Summer,-2.8,-2.8,-2.8,56.0,0.0,0.0,0.0,2.4,4.7,1019.8,62.0,24.4,337.9,0,0
20150102,Sao Paulo,Brazil,South America,Humid Subtropical,2015,1,Summer,8.3,8.3,8.3,65.0,0.0,0.0,0.0,9.4,16.6,1010.9,50.0,49.7,596.2,0,0
20150102,Seoul,South Korea,Asia,Humid Continental,2015,1,Winter,1.6,1.6,1.6,51.0,0.0,0.0,0.0,11.1,18.5,1014.4,59.0,35.8,568.6,0,0
20150102,Shanghai,China,Asia,Humid Subtropical,2015,1,Winter,6.5,6.5,6.5,37.0,0.16,0.16,0.0,9.3,16.5,1008.4,18.0,51.8,355.7,0,0
20150102,Singapore,Singapore,Asia,Tropical Rainforest,2015,1,Winter,1.6,1.6,1.6,49.0,0.0,0.0,0.0,13.3,25.3,1028.7,59.0,35.2,382.2,0,0
20150102,Sydney,Australia,Oceania,Humid Subtropical,2015,1,Summer,1.0,1.0,1.0,50.0,0.0,0.0,0.0,12.3,18.3,1017.7,100.0,33.8,390.5,0,0
20150102,Tokyo,Japan,Asia,Humid Subtropical,2015,1,Winter,5.2,5.2,5.2,61.0,0.0,0.0,0.0,2.0,3.7,1005.3,22.0,46.1,153.0,0,0
20150102,Toronto,Canada,North America,Humid Continental,2015,1,Winter,-1.55,-0.5,-2.7,56.88,0.0,0.0,0.0,9.8,28.6,1022.7,46.04,23.43,83.42,0,0
20150103,Amsterdam,Netherlands,Europe,Oceanic,2015,1,Winter,-0.9,-0.9,-0.9,45.0,0.0,0.0,0.0,16.8,21.3,1008.1,100.0,25.9,810.6,0,0
20150103,Anchorage,USA,North America,Subarctic,2015,1,Winter,-4.2,-4.2,-4.2,43.0,0.0,0.0,0.0,0.2,0.4,1024.8,84.0,24.3,133.6,0,0
20150103,Athens,Greece,Europe,Mediterranean,2015,1,Winter,1.4,1.4,1.4,51.0,0.0,0.0,0.0,8.7,13.4,1023.5,41.0,36.3,247.0,0,0
20150103,Berlin,Germany,Europe,Oceanic,2015,1,Winter,4.16,9.5,3.0,67.24,0.2,0.2,0.0,15.78,34.9,1017.28,83.6,32.75,54.57,0,0
20150103,Chicago,USA,North America,Humid Continental,2015,1,Winter,-0.04,1.2,-1.1,89.72,19.6,13.3,4.41,6.54,40.7,1014.0,99.08,13.73,29.74,0,0
20150103,Dubai,UAE,Asia,Desert,2015,1,Winter,12.3,12.3,12.3,46.0,0.0,0.0,0.0,7.8,10.7,1012.2,61.0,70.0,83.6,0,0
20150103,Honolulu,USA,Oceania,Tropical Savanna,2015,1,Winter,6.3,6.3,6.3,11.0,0.0,0.0,0.0,1.9,2.7,1018.2,72.0,55.0,0.0,0,0
20150103,Houston,USA,North America,Humid Subtropical,2015,1,Winter,9.65,15.6,6.4,89.84,26.9,26.9,0.0,5.79,42.5,1015.04,80.96,43.14,61.78,0,0
20150103,Istanbul,Turkey,Europe,Mediterranean,2015,1,Winter,6.4,6.4,6.4,31.0,0.0,0.0,0.0,15.6,21.5,1010.9,0.0,48.4,389.1,0,0
20150103,London,UK,Europe,Oceanic,2015,1,Winter,3.9,5.0,2.8,89.96,11.4,11.4,0.0,7.43,31.8,1024.15,98.08,24.97,34.3,0,0
20150103,Los Angeles,USA,North America,Mediterranean,2015,1,Winter,2.7,2.7,2.7,87.0,0.0,0.0,0.0,6.9,13.6,1018.1,34.0,23.1,220.8,0,0
20150103,Madrid,Spain,Europe,Mediterranean,2015,1,Winter,3.04,9.5,-1.7,69.16,0.0,0.0,0.0,2.36,16.5,1037.08,6.24,34.9,136.4,0,0
20150103,Mexico City,Mexico,North America,Subtropical Highland,2015,1,Winter,11.94,19.3,0.4,62.16,0.0,0.0,0.0,4.81,21.0,1017.31,69.92,62.6,191.46,0,0
20150103,Moscow,Russia,Asia,Subarctic,2015,1,Winter,6.4,6.4,6.4,74.0,0.0,0.0,0.0,2.7,3.8,1010.7,54.0,42.8,247.8,0,0
20150103,New York,USA,North America,Humid Continental,2015,1,Winter,1.1,6.8,-3.3,81.48,16.5,12.1,3.08,6.9,19.9,1030.66,96.24,21.12,32.98,0,0
20150103,Oslo,Norway,Europe,Subarctic,2015,1,Winter,4.2,4.2,4.2,60.0,0.0,0.0,0.0,9.6,18.3,1020.7,34.0,39.8,565.8,0,0
20150103,Paris,France,Europe,Oceanic,2015,1,Winter,5.85,12.0,-1.8,92.48,3.7,3.7,0.0,11.95,46.8,1027.42,91.96,26.87,33.74,0,0
20150103,Phoenix,USA,North America,Desert,2015,1,Winter,3.97,10.0,-2.2,65.0,0.0,0.0,0.0,3.43,10.5,1023.42,0.84,38.36,165.02,2,0
20150103,Rome,Italy,Europe,Mediterranean,2015,1,Winter,3.7,3.7,3.7,38.0,0.0,0.0,0.0,2.7,3.8,1016.0,25.0,46.7,866.2,0,0
20150103,Stockholm,Sweden,Europe,Subarctic,2015,1,Winter,11.4,11.4,11.4,71.0,0.0,0.0,0.0,23.0,31.0,1028.4,23.0,49.2,645.8,0,0
20150103,Toronto,Canada,North America,Humid Continental,2015,1,Winter,0.36,9.3,-2.2,77.0,13.2,6.5,4.76,10.42,34.2,1023.11,99.36,19.38,38.64,0,0
20150103,Vienna,Austria,Europe,Humid Continental,2015,1,Winter,-1.4,-1.4,-1.4,55.0,0.1,0.1,0.0,5.8,7.9,1026.2,69.0,27.4,759.0,0,0
20150103,Warsaw,Poland,Europe,Humid Continental,2015,1,Winter,8.7,8.7,8.7,89.0,0.0,0.0,0.0,8.0,15.7,1017.6,48.0,39.6,667.8,0,0
20150103,Zurich,Switzerland,Europe,Oceanic,2015,1,Winter,9.6,9.6,9.6,11.0,0.0,0.0,0.0,17.8,21.5,997.4,100.0,56.9,494.5,0,0
20150104,Bangalore,India,Asia,Tropical Savanna,2015,1,Winter,-8.5,-8.5,-8.5,32.0,0.15,0.15,0.0,12.0,19.6,1009.4,19.0,5.5,314.9,1,0
20150104,Bangkok,Thailand,Asia,Tropical Savanna,2015,1,Winter,-5.3,-5.3,-5.3,64.0,0.13,0.13,0.0,4.0,5.6,1019.9,100.0,12.1,601.5,0,0
20150104,Beijing,China,Asia,Humid Continental,2015,1,Winter,5.0,5.0,5.0,10.0,0.0,0.0,0.0,8.7,11.3,991.9,31.0,47.6,429.8,0,0
20150104,Berlin,Germany,Europe,Oceanic,2015,1,Winter,3.02,4.3,1.6,78.54,0.0,0.0,0.0,13.96,33.8,1020.08,48.0,24.82,37.42,0,0
20150104,Bogota,Colombia,South America,Subtropical Highland,2015,1,Winter,3.0,3.0,3.0,62.0,0.0,0.0,0.0,0.9,1.5,1009.8,6.0,39.6,244.3,0,0
20150104,Buenos Aires,Argentina,South America,Humid Subtropical,2015,1,Summer,9.5,9.5,9.5,49.0,0.0,0.0,0.0,7.4,13.2,1011.0,87.0,61.8,504.9,0,0
20150104,Cairo,Egypt,Africa,Desert,2015,1,Winter,2.1,2.1,2.1,64.0,0.0,0.0,0.0,13.3,25.4,1012.6,0.0,29.7,732.2,0,0
20150104,Casablanca,Morocco,Africa,Mediterranean,2015,1,Winter,7.2,7.2,7.2,57.0,0.0,0.0,0.0,5.9,8.0,1015.1,18.0,52.1,662.6,0,0
20150104,Chicago,USA,North America,Humid Continental,2015,1,Winter,-3.81,0.4,-13.3,82.67,7.0,0.4,4.69,13.3,33.6,1017.22,83.5,5.2,34.5,0,0
20150104,Delhi,India,Asia,Semi-Arid,2015,1,Winter,12.4,12.4,12.4,24.0,0.0,0.0,0.0,10.9,15.9,1012.9,75.0,68.8,109.6,0,0
20150104,Hong Kong,China,Asia,Humid Subtropical,2015,1,Winter,6.4,6.4,6.4,48.0,0.0,0.0,0.0,8.3,12.9,1026.8,48.0,52.0,724.4,0,0
20150104,Houston,USA,North America,Humid Subtropical,2015,1,Winter,7.13,11.5,4.2,72.04,0.0,0.0,0.0,9.25,27.3,1027.95,91.08,42.73,151.71,0,0
20150104,Jakarta,Indonesia,Asia,Tropical Rainforest,2015,1,Summer,2.0,2.0,2.0,37.0,0.0,0.0,0.0,5.3,8.8,1024.4,84.0,40.4,739.4,0,0
20150104,Johannesburg,South Africa,Africa,Semi-Arid,2015,1,Summer,2.0,2.0,2.0,27.0,0.0,0.0,0.0,7.7,14.6,1018.2,61.0,39.2,696.2,0,0
20150104,Kuala Lumpur,Malaysia,Asia,Tropical Rainforest,2015,1,Winter,12.0,12.0,12.0,33.0,0.0,0.0,0.0,11.5,19.6,1008.7,20.0,67.2,871.0,0,0
20150104,Lagos,Nigeria,Africa,Tropical Savanna,2015,1,Winter,9.2,9.2,9.2,74.0,0.0,0.0,0.0,11.3,17.5,1012.5,70.0,46.9,865.5,0,0
20150104,Lima,Peru,South America,Desert,2015,1,Summer,1.1,1.1,1.1,39.0,0.02,0.02,0.0,15.7,22.0,1007.0,58.0,32.4,393.6,0,0
20150104,London,UK,Europe,Oceanic,2015,1,Winter,2.16,3.4,-0.3,92.25,0.0,0.0,0.0,4.62,12.8,1034.84,79.33,20.03,38.71,0,0
20150104,Madrid,Spain,Europe,Mediterranean,2015,1,Winter,3.94,12.1,-1.9,72.62,0.0,0.0,0.0,1.98,7.2,1034.49,0.29,36.39,108.12,0,0
20150104,Mexico City,Mexico,North America,Subtropical Highland,2015,1,Winter,12.66,19.7,7.8,65.33,0.8,0.8,0.0,5.16,29.3,1022.38,96.71,63.68,159.83,0,0
20150104,Mumbai,India,Asia,Tropical Monsoon,2015,1,Winter,4.4,4.4,4.4,60.0,0.0,0.0,0.0,1.2,1.9,996.2,44.0,44.6,71.3,0,0
20150104,Nairobi,Kenya,Africa,Tropical Savanna,2015,1,Summer,6.3,6.3,6.3,10.0,0.0,0.0,0.0,5.1,8.4,1016.8,0.0,53.4,807.8,0,0
20150104,New York,USA,North America,Humid Continental,2015,1,Winter,9.6,13.4,6.6,95.88,7.2,7.2,0.0,8.52,29.1,1011.02,100.0,38.6,21.96,0,0
20150104,Paris,France,Europe,Oceanic,2015,1,Winter,4.38,10.6,2.1,91.21,1.1,1.1,0.0,5.06,25.1,1034.58,82.58,27.01,26.38,0,0
20150104,Phoenix,USA,North America,Desert,2015,1,Winter,6.58,15.9,-1.1,66.42,0.0,0.0,0.0,3.85,10.5,1027.52,24.62,45.09,150.25,0,0
20150104,Riyadh,Saudi Arabia,Asia,Desert,2015,1,Winter,0.6,0.6,0.6,10.0,0.4,0.4,0.0,15.3,25.8,1017.7,51.0,31.2,845.5,0,0
20150104,Santiago,Chile,South America,Mediterranean,2015,1,Summer,2.6,2.6,2.6,25.0,0.0,0.0,0.0,17.2,23.8,1018.9,56.0,36.2,164.4,0,0
20150104,Sao Paulo,Brazil,South America,Humid Subtropical,2015,1,Summer,5.1,5.1,5.1,47.0,0.0,0.0,0.0,19.0,27.1,1023.9,53.0,42.8,567.6,0,0
20150104,Seoul,South Korea,Asia,Humid Continental,2015,1,Winter,3.5,3.5,3.5,17.0,0.0,0.0,0.0,6.6,10.0,1013.5,62.0,44.2,660.8,0,0
20150104,Shanghai,China,Asia,Humid Subtropical,2015,1,Winter,3.1,3.1,3.1,62.0,0.0,0.0,0.0,10.8,17.5,1005.4,87.0,34.9,445.7,0,0
20150104,Singapore,Singapore,Asia,Tropical Rainforest,2015,1,Winter,5.1,5.1,5.1,69.0,0.0,0.0,0.0,16.7,22.0,1000.8,0.0,34.4,563.9,0,0
20150104,Sydney,Australia,Oceania,Humid Subtropical,2015,1,Summer,-2.7,-2.7,-2.7,64.0,0.4,0.4,0.0,11.6,18.8,1036.0,51.0,16.1,0.0,0,0
20150104,Tokyo,Japan,Asia,Humid Subtropical,2015,1,Winter,8.7,8.7,8.7,45.0,0.0,0.0,0.0,19.9,26.6,1022.1,51.0,53.1,321.3,0,0
20150104,Toronto,Canada,North America,Humid Continental,2015,1,Winter,2.73,5.3,-0.7,89.33,9.8,9.4,0.28,7.79,35.8,1004.9,96.58,21.64,23.92,0,0
20150105,Amsterdam,Netherlands,Europe,Oceanic,2015,1,Winter,4.9,4.9,4.9,35.0,0.4,0.4,0.0,17.3,24.8,1013.3,40.0,43.0,639.3,0,0
20150105,Anchorage,USA,North America,Subarctic,2015,1,Winter,3.4,3.4,3.4,51.0,0.0,0.0,0.0,7.1,8.9,1021.6,73.0,43.2,387.0,0,0
20150105,Athens,Greece,Europe,Mediterranean,2015,1,Winter,8.4,8.4,8.4,65.0,0.0,0.0,0.0,23.3,37.6,1012.2,76.0,43.1,215.9,0,0
20150105,Auckland,New Zealand,Oceania,Oceanic,2015,1,Summer,5.9,5.9,5.9,48.0,0.0,0.0,0.0,18.9,26.5,1003.0,100.0,45.2,129.0,0,0
20150105,Berlin,Germany,Europe,Oceanic,2015,1,Winter,2.84,4.2,1.1,92.36,5.5,5.4,0.07,11.28,30.9,1026.05,92.84,18.72,41.14,0,0
20150105,Chicago,USA,North America,Humid Continental,2015,1,Winter,-14.68,2.9,-17.8,63.68,2.0,0.0,1.4,11.13,30.6,1035.35,64.76,1.77,110.62,0,0
20150105,Honolulu,USA,Oceania,Tropical Savanna,2015,1,Winter,4.6,4.6,4.6,84.0,0.0,0.0,0.0,13.2,25.8,1013.5,44.0,27.2,236.4,0,0
20150105,Houston,USA,North America,Humid Subtropical,2015,1,Winter,4.32,9.9,-0.1,60.08,0.0,0.0,0.0,6.33,20.4,1034.91,63.08,41.7,186.72,0,0
20150105,Istanbul,Turkey,Europe,Mediterranean,2015,1,Winter,10.3,10.3,10.3,10.0,0.0,0.0,0.0,12.1,16.6,1016.5,0.0,61.9,132.1,0,0
20150105,London,UK,Europe,Oceanic,2015,1,Winter,6.3,9.3,3.7,90.88,0.0,0.0,0.0,6.76,19.5,1028.83,93.48,31.84,50.78,0,0
20150105,Los Angeles,USA,North America,Mediterranean,2015,1,Winter,2.5,2.5,2.5,40.0,0.0,0.0,0.0,14.2,27.2,1014.0,59.0,37.4,445.3,0,0
20150105,Madrid,Spain,Europe,Mediterranean,2015,1,Winter,3.93,10.3,-5.0,76.88,0.0,0.0,0.0,3.28,21.6,1029.0,3.12,33.43,132.51,0,0
20150105,Melbourne,Australia,Oceania,Oceanic,2015,1,Summer,6.1,6.1,6.1,50.0,0.0,0.0,0.0,15.9,25.7,1006.2,60.0,47.3,44.4,0,0
20150105,Mexico City,Mexico,North America,Subtropical Highland,2015,1,Winter,8.29,14.0,4.6,79.2,0.2,0.2,0.0,5.42,17.0,1027.66,92.12,44.57,132.89,0,0
20150105,New York,USA,North America,Humid Continental,2015,1,Winter,1.04,7.1,-4.0,49.72,0.16,0.0,0.16,12.6,31.1,1018.1,42.44,29.44,115.72,0,0
20150105,Oslo,Norway,Europe,Subarctic,2015,1,Winter,4.4,4.4,4.4,46.0,0.0,0.0,0.0,1.1,2.1,1022.5,35.0,49.6,434.0,0,0
20150105,Paris,France,Europe,Oceanic,2015,1,Winter,0.65,5.9,-2.8,92.44,0.0,0.0,0.0,4.03,10.7,1032.68,58.2,15.72,81.44,0,0
20150105,Phoenix,USA,North America,Desert,2015,1,Winter,9.89,20.5,1.9,61.44,0.0,0.0,0.0,5.4,16.0,1024.84,20.28,56.1,172.9,0,0
20150105,Rome,Italy,Europe,Mediterranean,2015,1,Winter,4.5,4.5,4.5,58.0,0.0,0.0,0.0,21.9,29.7,1015.4,0.0,35.6,733.1,0,0
20150105,Stockholm,Sweden,Europe,Subarctic,2015,1,Winter,6.1,6.1,6.1,47.0,0.0,0.0,0.0,2.7,5.3,1019.9,32.0,54.0,435.9,0,0
20150105,Toronto,Canada,North America,Humid Continental,2015,1,Winter,-6.88,6.6,-10.5,59.68,0.0,0.0,0.0,17.05,46.7,1024.39,72.44,4.63,95.03,0,0
20150105,Vienna,Austria,Europe,Humid Continental,2015,1,Winter,16.9,16.9,16.9,75.0,0.22,0.22,0.0,13.0,18.2,1010.3,63.0,68.7,666.9,0,0
20150105,Warsaw,Poland,Europe,Humid Continental,2015,1,Winter,3.6,3.6,3.6,55.0,0.1,0.1,0.0,13.1,25.4,1004.0,32.0,38.8,607.5,0,0
20150105,Zurich,Switzerland,Europe,Oceanic,2015,1,Winter,-1.2,-1.2,-1.2,58.0,0.0,0.0,0.0,15.8,22.1,1019.3,100.0,21.5,294.9,0,0
20150106,Bangalore,India,Asia,Tropical Savanna,2015,1,Winter,7.5,7.5,7.5,36.0,0.0,0.0,0.0,11.1,19.8,1017.1,57.0,54.0,384.0,0,0
20150106,Bangkok,Thailand,Asia,Tropical Savanna,2015,1,Winter,2.1,2.1,2.1,42.0,0.0,0.0,0.0,22.4,40.1,1016.9,32.0,32.1,713.5,0,0
20150106,Beijing,China,Asia,Humid Continental,2015,1,Winter,-0.3,-0.3,-0.3,85.0,0.0,0.0,0.0,5.9,7.7,1021.3,38.0,15.6,577.4,0,0
20150106,Berlin,Germany,Europe,Oceanic,2015,1,Winter,1.26,3.0,-0.5,92.75,0.0,0.0,0.0,6.94,22.6,1026.94,99.88,15.94,16.04,0,0
20150106,Bogota,Colombia,South America,Subtropical Highland,2015,1,Winter,5.5,5.5,5.5,63.0,0.12,0.12,0.0,12.3,23.5,1019.4,63.0,40.8,98.2,0,0
20150106,Buenos Aires,Argentina,South America,Humid Subtropical,2015,1,Summer,11.1,11.1,11.1,10.0,0.0,0.0,0.0,5.3,10.1,1017.5,40.0,67.6,356.6,0,0
20150106,Cairo,Egypt,Africa,Desert,2015,1,Winter,12.4,12.4,12.4,40.0,0.0,0.0,0.0,16.9,32.7,1015.4,100.0,65.8,775.6,0,0
20150106,Casablanca,Morocco,Africa,Mediterranean,2015,1,Winter,-1.5,-1.5,-1.5,26.0,0.0,0.0,0.0,16.0,25.0,1024.5,54.0,24.5,560.8,0,0
20150106,Chicago,USA,North America,Humid Continental,2015,1,Winter,-12.77,-11.7,-13.9,74.96,2.0,0.0,1.47,11.78,31.5,1028.76,86.42,0.0,94.83,0,0
20150106,Delhi,India,Asia,Semi-Arid,2015,1,Winter,-2.4,-2.4,-2.4,57.0,0.0,0.0,0.0,8.4,14.2,1018.9,95.0,22.1,272.5,0,0
20150106,Dubai,UAE,Asia,Desert,2015,1,Winter,0.1,0.1,0.1,31.0,0.0,0.0,0.0,2.3,3.5,1014.5,71.0,36.2,110.9,0,0
